ensembl_gene_id	external_gene_name	ensembl_transcript_id	description	chromosome_name	start_position	end_position	strand
25858	WBGene00018738	swip-10	F53B1.6.1	SWimming Induced Paralysis  [Source:UniProtKB/TrEMBL;Acc:Q20700]	X	2114629	2118257	-1
25859	WBGene00018739	F53B1.8	F53B1.8a.1	Solute carrier organic anion transporter family member  [Source:UniProtKB/TrEMBL;Acc:X5LX59]	X	2123413	2130241	-1
25860	WBGene00018739	F53B1.8	F53B1.8b.1	Solute carrier organic anion transporter family member  [Source:UniProtKB/TrEMBL;Acc:X5LX59]	X	2123413	2130241	-1
25861	WBGene00018740	tra-4	F53B3.1.1	TRAnsformer: XX animals transformed into males  [Source:UniProtKB/TrEMBL;Acc:Q20709]	X	2853678	2857603	-1
25862	WBGene00018740	tra-4	F53B3.1.2	TRAnsformer: XX animals transformed into males  [Source:UniProtKB/TrEMBL;Acc:Q20709]	X	2853678	2857603	-1
25863	WBGene00018741	comt-1	F53B3.2.1	Catechol-O-MethylTransferase family  [Source:UniProtKB/TrEMBL;Acc:Q20710]	X	2858022	2862472	-1
25864	WBGene00018742	F53B3.3	F53B3.3.1		X	2865960	2871060	-1
25865	WBGene00018743	F53B3.5	F53B3.5.1		X	2872739	2879619	-1
25866	WBGene00018744	F53B3.6	F53B3.6.1		X	2864211	2865683	1
25867	WBGene00018745	F53C3.1	F53C3.1.1		II	3912003	3913385	1
25868	WBGene00018746	fbxb-103	F53C3.2.1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q9TXT8]	II	3907140	3908478	1
25869	WBGene00018747	F53C3.3	F53C3.3.1		II	3902860	3904794	1
25870	WBGene00018748	F53C3.4	F53C3.4.1		II	3900788	3902773	1
25871	WBGene00018748	F53C3.4	F53C3.4.2		II	3900788	3902773	1
25872	WBGene00018750	F53C3.6	F53C3.6a.1		II	3898142	3899663	1
25873	WBGene00018750	F53C3.6	F53C3.6b		II	3898142	3899663	1
25874	WBGene00018751	F53C3.7	F53C3.7.1		II	3894841	3896239	1
25875	WBGene00018752	F53C3.8	F53C3.8.1		II	3891424	3893574	1
25876	WBGene00018754	F53C3.11	F53C3.11.1		II	3904816	3906620	-1
25877	WBGene00018755	bcmo-2	F53C3.12.1	Beta-Carotene 15,15'-MonoOxygenase  [Source:UniProtKB/TrEMBL;Acc:Q9TXT9]	II	3908491	3910837	-1
25878	WBGene00018756	plpp-1.1	F53C3.13a.1	PhosphoLipid PhosPhatase homolog  [Source:UniProtKB/TrEMBL;Acc:A0A238ULT2]	II	3919794	3927982	-1
25879	WBGene00018756	plpp-1.1	F53C3.13b.1	PhosphoLipid PhosPhatase homolog  [Source:UniProtKB/TrEMBL;Acc:A0A238ULT2]	II	3919794	3927982	-1
25880	WBGene00018756	plpp-1.1	F53C3.13b.2	PhosphoLipid PhosPhatase homolog  [Source:UniProtKB/TrEMBL;Acc:A0A238ULT2]	II	3919794	3927982	-1
25881	WBGene00018756	plpp-1.1	F53C3.13c.1	PhosphoLipid PhosPhatase homolog  [Source:UniProtKB/TrEMBL;Acc:A0A238ULT2]	II	3919794	3927982	-1
25882	WBGene00018756	plpp-1.1	F53C3.13d.1	PhosphoLipid PhosPhatase homolog  [Source:UniProtKB/TrEMBL;Acc:A0A238ULT2]	II	3919794	3927982	-1
25883	WBGene00018756	plpp-1.1	F53C3.13e.1	PhosphoLipid PhosPhatase homolog  [Source:UniProtKB/TrEMBL;Acc:A0A238ULT2]	II	3919794	3927982	-1
25884	WBGene00018756	plpp-1.1	F53C3.13f.1	PhosphoLipid PhosPhatase homolog  [Source:UniProtKB/TrEMBL;Acc:A0A238ULT2]	II	3919794	3927982	-1
25885	WBGene00018757	tag-304	F53E2.1a.1		V	1467744	1471105	1
25886	WBGene00018757	tag-304	F53E2.1b.1		V	1467744	1471105	1
25887	WBGene00018758	F53E10.1	F53E10.1.1		V	2615790	2618554	1
25888	WBGene00018760	irg-3	F53E10.4a.1	Infection Response protein  [Source:UniProtKB/TrEMBL;Acc:P91316]	V	2592487	2595062	1
25889	WBGene00018760	irg-3	F53E10.4b.1	Infection Response protein  [Source:UniProtKB/TrEMBL;Acc:P91316]	V	2592487	2595062	1
25890	WBGene00018760	irg-3	F53E10.4c.1	Infection Response protein  [Source:UniProtKB/TrEMBL;Acc:P91316]	V	2592487	2595062	1
25891	WBGene00018761	F53E10.5	F53E10.5.1		V	2596020	2598930	-1
25892	WBGene00018762	F53E10.6	F53E10.6.1	RRP15-like protein  [Source:UniProtKB/Swiss-Prot;Acc:P91318]	V	2602153	2603063	-1
25893	WBGene00018763	F53F10.1	F53F10.1.1		I	3834115	3837807	-1
25894	WBGene00018764	F53F10.2	F53F10.2a.1		I	3830562	3834124	1
25895	WBGene00018764	F53F10.2	F53F10.2a.2		I	3830562	3834124	1
25896	WBGene00018764	F53F10.2	F53F10.2a.3		I	3830562	3834124	1
25897	WBGene00018764	F53F10.2	F53F10.2b		I	3830562	3834124	1
25898	WBGene00018764	F53F10.2	F53F10.2c.1		I	3830562	3834124	1
25899	WBGene00018764	F53F10.2	F53F10.2c.2		I	3830562	3834124	1
25900	WBGene00018764	F53F10.2	F53F10.2c.3		I	3830562	3834124	1
25901	WBGene00018764	F53F10.2	F53F10.2c.4		I	3830562	3834124	1
25902	WBGene00018764	F53F10.2	F53F10.2d.1		I	3830562	3834124	1
25903	WBGene00018764	F53F10.2	F53F10.2d.2		I	3830562	3834124	1
25904	WBGene00018764	F53F10.2	F53F10.2e.1		I	3830562	3834124	1
25905	WBGene00018764	F53F10.2	F53F10.2f.1		I	3830562	3834124	1
25906	WBGene00018765	mpc-2	F53F10.3.1	Probable mitochondrial pyruvate carrier 2  [Source:UniProtKB/Swiss-Prot;Acc:O01578]	I	3827219	3828143	1
25907	WBGene00018766	F53G2.1	F53G2.1.1		II	2488754	2496641	1
25908	WBGene00018767	F53G2.2	F53G2.2.1		II	2481921	2483891	1
25909	WBGene00018768	F53G2.3	F53G2.3.1		II	2480399	2481312	1
25910	WBGene00018769	mnat-1	F53G2.7.1	MNAT (Menage a trois) TFIIH subunit  [Source:UniProtKB/TrEMBL;Acc:O17245]	II	2473524	2478643	-1
25911	WBGene00018771	duox-2	F53G12.3.1	DUal OXidase  [Source:UniProtKB/TrEMBL;Acc:O01795]	I	137845	144565	1
25912	WBGene00018772	F53G12.4	F53G12.4.1		I	134337	137282	1
25913	WBGene00018773	F53G12.8	F53G12.8.1		I	113807	114704	1
25914	WBGene00018774	F53G12.9	F53G12.9a.1		I	112285	113721	1
25915	WBGene00018774	F53G12.9	F53G12.9b.1		I	112285	113721	1
25916	WBGene00018776	F53H1.1	F53H1.1a.1		IV	1297222	1309652	-1
25917	WBGene00018776	F53H1.1	F53H1.1b.1		IV	1297222	1309652	-1
25918	WBGene00018776	F53H1.1	F53H1.1c.1		IV	1297222	1309652	-1
25919	WBGene00018776	F53H1.1	F53H1.1d.1		IV	1297222	1309652	-1
25920	WBGene00018776	F53H1.1	F53H1.1e.1		IV	1297222	1309652	-1
25921	WBGene00018777	F53H1.3	F53H1.3a.1		IV	1329162	1339376	1
25922	WBGene00018777	F53H1.3	F53H1.3b.1		IV	1329162	1339376	1
25923	WBGene00018778	F53H1.4	F53H1.4a.1		IV	1310166	1328241	1
25924	WBGene00018778	F53H1.4	F53H1.4b.1		IV	1310166	1328241	1
25925	WBGene00018778	F53H1.4	F53H1.4b.2		IV	1310166	1328241	1
25926	WBGene00018779	F53H8.3	F53H8.3.1		X	938516	942608	1
25927	WBGene00018781	F54A3.2	F54A3.2.1		II	2243642	2254323	1
25928	WBGene00018782	cct-3	F54A3.3.1	T-complex protein 1 subunit gamma  [Source:UniProtKB/Swiss-Prot;Acc:Q9N4J8]	II	2233540	2243539	1
25929	WBGene00018783	cbs-2	F54A3.4.1	Cystathionine Beta-Synthase  [Source:UniProtKB/TrEMBL;Acc:Q9N4K2]	II	2220464	2223567	-1
25930	WBGene00018784	F54A3.5	F54A3.5.1	MICOS complex subunit Mic10  [Source:UniProtKB/Swiss-Prot;Acc:Q9N4K0]	II	2224359	2225708	-1
25931	WBGene00018785	F54A3.6	F54A3.6a.1		II	2225817	2232470	-1
25932	WBGene00018785	F54A3.6	F54A3.6b.1		II	2225817	2232470	-1
25933	WBGene00018786	hmbx-1	F54A5.1.1	HMBOX (Mammalian HoMeoBOX gene) homolog  [Source:UniProtKB/TrEMBL;Acc:Q9TYT0]	I	989671	992181	1
25934	WBGene00018787	cutl-20	F54A5.2a.1	CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:V6CJG5]	I	963700	969426	-1
25935	WBGene00018787	cutl-20	F54A5.2b.1	CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:V6CJG5]	I	963700	969426	-1
25936	WBGene00018787	cutl-20	F54A5.2b.2	CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:V6CJG5]	I	963700	969426	-1
25937	WBGene00018788	shc-1	F54A5.3a.1	SHC-transforming protein homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYT3]	I	969089	976550	-1
25938	WBGene00018788	shc-1	F54A5.3b.1	SHC-transforming protein homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYT3]	I	969089	976550	-1
25939	WBGene00018788	shc-1	F54A5.3b.2	SHC-transforming protein homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYT3]	I	969089	976550	-1
25940	WBGene00018788	shc-1	F54A5.3b.3	SHC-transforming protein homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYT3]	I	969089	976550	-1
25941	WBGene00018788	shc-1	F54A5.3c	SHC-transforming protein homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYT3]	I	969089	976550	-1
25942	WBGene00018788	shc-1	F54A5.3d	SHC-transforming protein homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYT3]	I	969089	976550	-1
25943	WBGene00018788	shc-1	F54A5.3e	SHC-transforming protein homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYT3]	I	969089	976550	-1
25944	WBGene00018788	shc-1	F54A5.3f	SHC-transforming protein homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYT3]	I	969089	976550	-1
25945	WBGene00018788	shc-1	F54A5.3g	SHC-transforming protein homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYT3]	I	969089	976550	-1
25946	WBGene00018789	F54C1.1	F54C1.1.1		I	5008770	5013581	1
25947	WBGene00018791	F54C1.6	F54C1.6.1		I	5014351	5016260	-1
25948	WBGene00018792	F54C1.8	F54C1.8.1		I	5004924	5006057	-1
25949	WBGene00018793	mrpl-40	F54C4.1.1	Mitochondrial Ribosomal Protein, Large  [Source:UniProtKB/TrEMBL;Acc:Q9TZ90]	III	87559	89243	1
25950	WBGene00018794	attf-3	F54C4.3.1	AT hook Transcription Factor family  [Source:UniProtKB/TrEMBL;Acc:G4S460]	III	70442	86384	-1
25951	WBGene00018795	F54C4.4	F54C4.4.1		III	86677	87381	-1
25952	WBGene00018797	ept-1	F54D7.2.1	EthanolaminePhosphoTransferase 1 homolog  [Source:UniProtKB/TrEMBL;Acc:O44732]	I	4805607	4809674	1
25953	WBGene00018798	gnrr-1	F54D7.3a.1	GoNadotropin-Releasing hormone Receptor (GnRHR) related  [Source:UniProtKB/TrEMBL;Acc:H1ZUW9]	I	4800043	4804268	1
25954	WBGene00018798	gnrr-1	F54D7.3b.1	GoNadotropin-Releasing hormone Receptor (GnRHR) related  [Source:UniProtKB/TrEMBL;Acc:H1ZUW9]	I	4800043	4804268	1
25955	WBGene00018802	F54D8.6	F54D8.6.1		III	5102991	5106955	1
25956	WBGene00018803	fbxa-24	F54D10.2.1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9TZ85]	II	3816686	3818238	1
25957	WBGene00018804	lido-15	F54D10.3.1		II	3812284	3813426	1
25958	WBGene00018805	F54D10.4	F54D10.4.1		II	3805493	3807053	-1
25959	WBGene00018805	F54D10.4	F54D10.4.2		II	3805493	3807053	-1
25960	WBGene00018806	F54D10.5	F54D10.5.1		II	3807096	3808223	-1
25961	WBGene00018806	F54D10.5	F54D10.5.2		II	3807096	3808223	-1
25962	WBGene00018808	F54D10.7	F54D10.7.1		II	3820152	3821312	-1
25963	WBGene00018808	F54D10.7	F54D10.7.2		II	3820152	3821312	-1
25964	WBGene00018809	F54D10.8	F54D10.8.1		II	3825661	3827879	-1
25965	WBGene00018810	F54D10.9	F54D10.9.1		II	3829584	3831914	-1
25966	WBGene00018811	pmt-2	F54D11.1.1	Phosphoethanolamine MethylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q22993]	V	4628580	4635263	1
25967	WBGene00018812	sumv-2	F54D11.2.1		V	4617938	4628510	1
25968	WBGene00018812	sumv-2	F54D11.2.2		V	4617938	4628510	1
25969	WBGene00018812	sumv-2	F54D11.2.3		V	4617938	4628510	1
25970	WBGene00018814	F54D11.4	F54D11.4.1		V	4616156	4617766	1
25971	WBGene00018815	F54D12.1	F54D12.1.1		II	1400405	1401371	1
25972	WBGene00018816	F54D12.2	F54D12.2.1		II	1398761	1400030	1
25973	WBGene00018817	F54D12.4	F54D12.4.1		II	1368090	1368299	-1
25974	WBGene00018819	rog-1	F54D12.6a.1	Ras activating factor in development Of Germline  [Source:UniProtKB/TrEMBL;Acc:E6N0V1]	II	1368103	1374988	-1
25975	WBGene00018819	rog-1	F54D12.6b.1	Ras activating factor in development Of Germline  [Source:UniProtKB/TrEMBL;Acc:E6N0V1]	II	1368103	1374988	-1
25976	WBGene00018820	F54D12.7	F54D12.7.1		II	1381807	1385380	-1
25977	WBGene00018821	F54D12.8	F54D12.8.1		II	1395004	1398038	-1
25978	WBGene00018822	F54D12.9	F54D12.9.1		II	1380944	1381713	-1
25979	WBGene00018823	F54E2.1	F54E2.1.1		V	2810398	2812017	1
25980	WBGene00018824	F54E2.2	F54E2.2.1		V	2796298	2797010	1
25981	WBGene00018825	F54E2.5	F54E2.5.1		V	2814252	2816056	-1
25982	WBGene00018826	srt-34	F54E2.6.1	Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:Q9TXJ9]	V	2816883	2818217	-1
25983	WBGene00018827	pst-2	F54E7.1a.1	Adenosine 3'-phospho 5'-phosphosulfate transporter 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20787]	III	5680433	5682326	1
25984	WBGene00018827	pst-2	F54E7.1b.1	Adenosine 3'-phospho 5'-phosphosulfate transporter 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20787]	III	5680433	5682326	1
25985	WBGene00018827	pst-2	F54E7.1b.2	Adenosine 3'-phospho 5'-phosphosulfate transporter 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20787]	III	5680433	5682326	1
25986	WBGene00018827	pst-2	F54E7.1b.3	Adenosine 3'-phospho 5'-phosphosulfate transporter 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20787]	III	5680433	5682326	1
25987	WBGene00018827	pst-2	F54E7.1b.4	Adenosine 3'-phospho 5'-phosphosulfate transporter 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20787]	III	5680433	5682326	1
25988	WBGene00018827	pst-2	F54E7.1b.5	Adenosine 3'-phospho 5'-phosphosulfate transporter 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20787]	III	5680433	5682326	1
25989	WBGene00018828	sdz-21	F54E7.5.1	SKN-1 Dependent Zygotic transcript  [Source:UniProtKB/TrEMBL;Acc:Q20783]	III	5654984	5656994	-1
25990	WBGene00018829	F54E7.6	F54E7.6.1		III	5659889	5661085	-1
25991	WBGene00018830	ska-3	F54E7.8.1	Spindle and Kinetochore-Associated protein homolog  [Source:UniProtKB/TrEMBL;Acc:Q9BI86]	III	5677953	5679038	-1
25992	WBGene00018830	ska-3	F54E7.8.2	Spindle and Kinetochore-Associated protein homolog  [Source:UniProtKB/TrEMBL;Acc:Q9BI86]	III	5677953	5679038	-1
25993	WBGene00018831	F54E7.9	F54E7.9.1		III	5676612	5677890	-1
25994	WBGene00018833	ztf-1	F54F2.5a.1	Zinc finger transcription factor family protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P34450]	III	8787092	8792346	-1
25995	WBGene00018833	ztf-1	F54F2.5b.1	Zinc finger transcription factor family protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P34450]	III	8787092	8792346	-1
25996	WBGene00018834	F54F2.6	F54F2.6.1		III	8800486	8800701	-1
25997	WBGene00018835	F54F2.7	F54F2.7.1		III	8806231	8807346	-1
25998	WBGene00018836	F54F2.9	F54F2.9.1		III	8825243	8827228	-1
25999	WBGene00018837	F54G2.1	F54G2.1a.1		X	2621274	2664373	-1
26000	WBGene00018837	F54G2.1	F54G2.1b.1		X	2621274	2664373	-1
26001	WBGene00018837	F54G2.1	F54G2.1c.1		X	2621274	2664373	-1
26002	WBGene00018838	F54G2.2	F54G2.2.1		X	2634664	2637800	-1
26003	WBGene00018839	F54H5.2	F54H5.2a.1		II	6627484	6629270	1
26004	WBGene00018839	F54H5.2	F54H5.2b.1		II	6627484	6629270	1
26005	WBGene00018839	F54H5.2	F54H5.2c.1		II	6627484	6629270	1
26006	WBGene00018840	F54H5.3	F54H5.3.1	Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:P91330]	II	6622189	6623500	1
26007	WBGene00018841	F54H5.5	F54H5.5.1		II	6625949	6627282	-1
26008	WBGene00018842	F54H12.2	F54H12.2.1		III	7964581	7965840	1
26009	WBGene00018844	F54H12.4	F54H12.4.1		III	7961596	7962741	-1
26010	WBGene00018845	F54H12.5	F54H12.5.1		III	7970263	7972161	-1
26011	WBGene00018846	eef-1B.1	F54H12.6.1	Probable elongation factor 1-beta/1-delta 1  [Source:UniProtKB/Swiss-Prot;Acc:P34460]	III	7972382	7973386	-1
26012	WBGene00018847	marc-6	F55A3.1.1	MARCH (Membrane-Associated Ring finger (C3HC4)) homolog  [Source:UniProtKB/TrEMBL;Acc:Q400N4]	I	10799623	10806901	1
26013	WBGene00018848	F55A3.2	F55A3.2.1		I	10793161	10798059	1
26014	WBGene00018848	F55A3.2	F55A3.2.2		I	10793161	10798059	1
26015	WBGene00018849	spt-16	F55A3.3.1	FACT complex subunit spt-16  [Source:UniProtKB/Swiss-Prot;Acc:Q9N5R9]	I	10789130	10793152	1
26016	WBGene00018850	gpx-8	F55A3.5.1	Glutathione PeroXidase  [Source:UniProtKB/TrEMBL;Acc:Q9N5S2]	I	10781442	10782890	-1
26017	WBGene00018851	F55A3.6	F55A3.6.1		I	10784187	10784884	-1
26018	WBGene00018853	sec-22	F55A4.1.1	Yeast SEC homolog  [Source:UniProtKB/TrEMBL;Acc:Q94241]	X	1035548	1037046	1
26019	WBGene00018854	nlf-1	F55A4.2.1	NCA Localization Factor; NLF-1  [Source:UniProtKB/TrEMBL;Acc:M4Q8W4]	X	1012715	1017567	-1
26020	WBGene00018855	F55A4.3	F55A4.3.1		X	1023477	1023780	-1
26021	WBGene00018857	stau-1	F55A4.5.1	STAUfen (DsRNA binding protein) homolog  [Source:UniProtKB/TrEMBL;Acc:Q94239]	X	1027673	1035286	-1
26022	WBGene00018859	F55A4.7	F55A4.7.1		X	1037023	1038447	-1
26023	WBGene00018860	vpat-1	F55A4.8a.1	Vesicular PolyAmine Transporter  [Source:UniProtKB/TrEMBL;Acc:Q8MPU6]	X	1038514	1046206	-1
26024	WBGene00018860	vpat-1	F55A4.8b.1	Vesicular PolyAmine Transporter  [Source:UniProtKB/TrEMBL;Acc:Q8MPU6]	X	1038514	1046206	-1
26025	WBGene00018860	vpat-1	F55A4.8c.1	Vesicular PolyAmine Transporter  [Source:UniProtKB/TrEMBL;Acc:Q8MPU6]	X	1038514	1046206	-1
26026	WBGene00018860	vpat-1	F55A4.8d.1	Vesicular PolyAmine Transporter  [Source:UniProtKB/TrEMBL;Acc:Q8MPU6]	X	1038514	1046206	-1
26027	WBGene00018861	cutl-21	F55A4.10.1	CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:Q95Q52]	X	1004337	1009412	1
26028	WBGene00018863	F55A12.2	F55A12.2a.1		I	5365265	5366875	1
26029	WBGene00018863	F55A12.2	F55A12.2b.1		I	5365265	5366875	1
26030	WBGene00018863	F55A12.2	F55A12.2c.1		I	5365265	5366875	1
26031	WBGene00018863	F55A12.2	F55A12.2d.1		I	5365265	5366875	1
26032	WBGene00018864	F55A12.5	F55A12.5.1		I	5345927	5349657	1
26033	WBGene00018865	F55A12.6	F55A12.6.1		I	5338922	5342012	1
26034	WBGene00018866	nath-10	F55A12.8.1	RNA cytidine acetyltransferase  [Source:UniProtKB/Swiss-Prot;Acc:O01757]	I	5349646	5353767	-1
26035	WBGene00018867	zhp-1	F55A12.10.1	Zip (Yeast meiotic zipper) Homologous Protein  [Source:UniProtKB/TrEMBL;Acc:Q95R14]	I	5366944	5367829	-1
26036	WBGene00018868	F55C7.2	F55C7.2.1		I	4005435	4006019	1
26037	WBGene00018869	rfip-1	F55C12.1a.1	Rab-11 Family Interacting-Protein  [Source:UniProtKB/TrEMBL;Acc:Q95ZS6]	II	5884552	5892664	1
26038	WBGene00018869	rfip-1	F55C12.1a.2	Rab-11 Family Interacting-Protein  [Source:UniProtKB/TrEMBL;Acc:Q95ZS6]	II	5884552	5892664	1
26039	WBGene00018869	rfip-1	F55C12.1b.1	Rab-11 Family Interacting-Protein  [Source:UniProtKB/TrEMBL;Acc:Q95ZS6]	II	5884552	5892664	1
26040	WBGene00018869	rfip-1	F55C12.1c.1	Rab-11 Family Interacting-Protein  [Source:UniProtKB/TrEMBL;Acc:Q95ZS6]	II	5884552	5892664	1
26041	WBGene00018869	rfip-1	F55C12.1d.1	Rab-11 Family Interacting-Protein  [Source:UniProtKB/TrEMBL;Acc:Q95ZS6]	II	5884552	5892664	1
26042	WBGene00018869	rfip-1	F55C12.1e	Rab-11 Family Interacting-Protein  [Source:UniProtKB/TrEMBL;Acc:Q95ZS6]	II	5884552	5892664	1
26043	WBGene00018870	F55C12.2	F55C12.2.1		II	5876811	5877449	1
26044	WBGene00018871	F55C12.4	F55C12.4.1		II	5857080	5858422	-1
26045	WBGene00018872	F55C12.5	F55C12.5a.1		II	5867268	5873614	-1
26046	WBGene00018872	F55C12.5	F55C12.5b.1		II	5867268	5873614	-1
26047	WBGene00018872	F55C12.5	F55C12.5c.1		II	5867268	5873614	-1
26048	WBGene00018873	F55C12.6	F55C12.6.1		II	5874507	5876101	-1
26049	WBGene00018874	tag-234	F55C12.7.1		II	5864182	5865549	1
26050	WBGene00018874	tag-234	F55C12.7.2		II	5864182	5865549	1
26051	WBGene00018874	tag-234	F55C12.7.3		II	5864182	5865549	1
26052	WBGene00018875	F55D1.1	F55D1.1.1		X	5489838	5490113	1
26053	WBGene00018876	F55D1.2	F55D1.2.1		X	5488777	5489111	1
26054	WBGene00018877	aman-1	F55D10.1.1	Alpha-mannosidase  [Source:UniProtKB/TrEMBL;Acc:Q20829]	X	4732964	4738592	1
26055	WBGene00018877	aman-1	F55D10.1.2	Alpha-mannosidase  [Source:UniProtKB/TrEMBL;Acc:Q20829]	X	4732964	4738592	1
26056	WBGene00018877	aman-1	F55D10.1.3	Alpha-mannosidase  [Source:UniProtKB/TrEMBL;Acc:Q20829]	X	4732964	4738592	1
26057	WBGene00018878	glit-1	F55D10.3.1	GLIoTactin (Drosophila neuroligin-like) homolog  [Source:UniProtKB/TrEMBL;Acc:Q20826]	X	4712279	4715080	1
26058	WBGene00018879	F55D10.4	F55D10.4.1		X	4716244	4720640	-1
26059	WBGene00018880	acc-3	F55D10.5.1	Acetylcholine-gated chloride channel subunit acc-3  [Source:UniProtKB/Swiss-Prot;Acc:G5EDN0]	X	4722877	4727481	-1
26060	WBGene00018881	F55E10.1	F55E10.1.1		X	8341975	8342286	1
26061	WBGene00018882	F55E10.2	F55E10.2.1		X	8340693	8340986	1
26062	WBGene00018883	F55E10.4	F55E10.4.1		X	8327559	8327900	-1
26063	WBGene00018884	F55E10.5	F55E10.5.1		X	8333247	8337948	-1
26064	WBGene00018885	drd-5	F55E10.6.1	Dietary restriction down regulated  [Source:UniProtKB/TrEMBL;Acc:Q20840]	X	8344700	8346408	-1
26065	WBGene00018885	drd-5	F55E10.6.2	Dietary restriction down regulated  [Source:UniProtKB/TrEMBL;Acc:Q20840]	X	8344700	8346408	-1
26066	WBGene00018886	npr-28	F55E10.7.1	NeuroPeptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q20841]	X	8348537	8351059	-1
26067	WBGene00018888	F55F1.2	F55F1.2.1		X	2769588	2770060	-1
26068	WBGene00018890	F55F8.2	F55F8.2a.1		I	5646369	5649656	-1
26069	WBGene00018890	F55F8.2	F55F8.2b		I	5646369	5649656	-1
26070	WBGene00018891	F55F8.3	F55F8.3.1	Periodic tryptophan protein 2 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P91341]	I	5649756	5653648	-1
26071	WBGene00018892	cir-1	F55F8.4.1	CIR (Transcription factor CBF1 Interacting coRepressor) homolog; CIR-1  [Source:UniProtKB/TrEMBL;Acc:G5EBE3]	I	5653804	5655857	-1
26072	WBGene00018892	cir-1	F55F8.4.2	CIR (Transcription factor CBF1 Interacting coRepressor) homolog; CIR-1  [Source:UniProtKB/TrEMBL;Acc:G5EBE3]	I	5653804	5655857	-1
26073	WBGene00018893	wdr-12	F55F8.5.1	Ribosome biogenesis protein WDR12 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P91343]	I	5655950	5658118	-1
26074	WBGene00018893	wdr-12	F55F8.5.2	Ribosome biogenesis protein WDR12 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P91343]	I	5655950	5658118	-1
26075	WBGene00018894	mff-2	F55F8.6.1	Mitochondrial Fission Factor  [Source:UniProtKB/TrEMBL;Acc:P91344]	I	5657980	5658723	-1
26076	WBGene00018894	mff-2	F55F8.6.2	Mitochondrial Fission Factor  [Source:UniProtKB/TrEMBL;Acc:P91344]	I	5657980	5658723	-1
26077	WBGene00018895	F55F8.7	F55F8.7.1	Protein-tyrosine-phosphatase  [Source:UniProtKB/TrEMBL;Acc:P91345]	I	5659450	5661272	-1
26078	WBGene00018896	F55F8.8	F55F8.8.1		I	5667069	5668837	-1
26079	WBGene00018897	zipt-2.4	F55F8.9a.1	Zrt (ZRT), Irt-(IRT-) like Protein Transporter  [Source:UniProtKB/TrEMBL;Acc:P91348]	I	5669950	5673352	-1
26080	WBGene00018897	zipt-2.4	F55F8.9b.1	Zrt (ZRT), Irt-(IRT-) like Protein Transporter  [Source:UniProtKB/TrEMBL;Acc:P91348]	I	5669950	5673352	-1
26081	WBGene00018898	F55F10.1	F55F10.1a.1	Midasin  [Source:UniProtKB/TrEMBL;Acc:O61851]	IV	4360837	4386533	1
26082	WBGene00018898	F55F10.1	F55F10.1b.1	Midasin  [Source:UniProtKB/TrEMBL;Acc:O61851]	IV	4360837	4386533	1
26083	WBGene00018899	F55G1.1	F55G1.1.1		IV	7491771	7493764	1
26084	WBGene00018900	rod-1	F55G1.4.1	Kinetochore-associated protein rod-1  [Source:UniProtKB/Swiss-Prot;Acc:Q20849]	IV	7478171	7485523	1
26085	WBGene00018900	rod-1	F55G1.4.2	Kinetochore-associated protein rod-1  [Source:UniProtKB/Swiss-Prot;Acc:Q20849]	IV	7478171	7485523	1
26086	WBGene00018901	slc-25A18.2	F55G1.5.1	SLC (SoLute Carrier) homolog  [Source:UniProtKB/TrEMBL;Acc:Q20847]	IV	7475041	7476215	1
26087	WBGene00018902	F55G1.6	F55G1.6.1		IV	7473517	7474953	1
26088	WBGene00018903	F55G1.7	F55G1.7a.1		IV	7466702	7469832	-1
26089	WBGene00018903	F55G1.7	F55G1.7b.1		IV	7466702	7469832	-1
